,Date,StockCode,Quantity,UnitPrice,DayOfWeek,Month,Country,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,pad,prediction,QuantityDiff
7299,2011-04-28,22197,0,0.85,3,4,Germany,0.0,0.0,0.0,0.0,0.0,-12.0,12.0,1,8.792332449339652,0.0
7301,2011-04-29,84077,0,0.29,4,4,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7302,2011-04-29,85099B,0,1.95,4,4,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7303,2011-04-29,85099B,0,1.95,4,4,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7304,2011-04-29,85099B,0,2.49,4,4,United Kingdom,-24.0,-133.0,190.0,0.0,0.0,0.0,-124.0,1,45.202002256160085,-33.0
7309,2011-04-29,84077,0,0.29,4,4,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7310,2011-04-29,84077,0,0.29,4,4,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7311,2011-04-29,85099B,0,2.08,4,4,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7312,2011-04-29,84077,0,0.29,4,4,United Kingdom,-960.0,-48.0,1200.0,0.0,0.0,0.0,-1200.0,1,16.49221264859331,-192.0
7313,2011-04-29,84077,0,0.21,4,4,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
7314,2011-04-29,22197,0,0.85,4,4,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7317,2011-04-29,84077,0,0.29,4,4,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7319,2011-04-29,22197,0,0.85,4,4,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7320,2011-04-29,22197,0,0.72,4,4,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7321,2011-04-29,22197,0,0.85,4,4,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7322,2011-04-29,22197,0,0.85,4,4,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7323,2011-04-29,85099B,0,2.08,4,4,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7327,2011-04-29,85099B,0,1.95,4,4,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7331,2011-04-29,22197,0,0.8240000000000001,4,4,United Kingdom,-60.0,10.0,50.0,0.0,0.0,0.0,-120.0,1,16.49221264859331,0.0
7332,2011-04-29,22197,0,0.85,4,4,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7333,2011-04-29,85099B,0,1.95,4,4,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7334,2011-04-29,85099B,0,1.95,4,4,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7335,2011-04-29,85099B,0,2.08,4,4,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7336,2011-04-29,85099B,0,1.95,4,4,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7337,2011-04-29,85099B,0,1.65,4,4,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7338,2011-04-29,85099B,0,1.95,4,4,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7339,2011-04-29,85099B,0,1.95,4,4,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7341,2011-04-29,22197,0,0.85,4,4,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7342,2011-04-29,22197,0,0.85,4,4,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7343,2011-04-29,22197,0,0.85,4,4,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7346,2011-04-29,85099B,0,2.08,4,4,Germany,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7349,2011-04-29,22197,0,0.85,4,4,Germany,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,1,1.008905234488153,0.0
7351,2011-04-30,84077,0,0.29,5,4,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7352,2011-04-30,85099B,0,1.95,5,4,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7356,2011-04-30,85099B,0,2.08,5,4,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7360,2011-04-30,22197,0,0.85,5,4,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7361,2011-04-30,85099B,0,2.08,5,4,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7362,2011-04-30,22197,0,0.85,5,4,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7363,2011-04-30,85099B,0,2.08,5,4,Germany,0.0,-10.0,10.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7365,2011-04-30,85099B,0,1.65,5,4,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7366,2011-04-30,85099B,0,1.95,5,4,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7367,2011-04-30,22197,0,0.85,5,4,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7368,2011-04-30,22197,0,0.85,5,4,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7369,2011-04-30,84077,0,0.21,5,4,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.318292101848849,0.0
7371,2011-04-30,22197,0,0.85,5,4,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7372,2011-04-30,22197,0,0.85,5,4,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7374,2011-04-30,22197,0,0.85,5,4,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7376,2011-04-30,85099B,0,2.08,5,4,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7377,2011-04-30,84077,0,0.29,5,4,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7378,2011-04-30,22197,0,0.85,5,4,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7379,2011-04-30,22197,0,0.72,5,4,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7380,2011-04-30,84077,0,0.29,5,4,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7381,2011-04-30,84077,0,0.29,5,4,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7382,2011-04-30,22197,0,0.8240000000000001,5,4,United Kingdom,0.0,-60.0,10.0,50.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7384,2011-04-30,84077,0,0.29,5,4,United Kingdom,-192.0,-960.0,-48.0,1200.0,0.0,0.0,0.0,1,39.17059572233632,0.0
7386,2011-04-30,85099B,0,1.95,5,4,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7387,2011-04-30,85099B,0,1.95,5,4,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7389,2011-04-30,85099B,0,1.95,5,4,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7391,2011-04-30,85099B,0,2.49,5,4,United Kingdom,-33.0,-24.0,-133.0,190.0,0.0,0.0,0.0,1,9.204076155040626,0.0
7393,2011-04-30,85099B,0,1.95,5,4,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7396,2011-04-30,85099B,0,1.95,5,4,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7397,2011-04-30,85099B,0,1.95,5,4,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7398,2011-04-30,22197,0,0.85,5,4,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.10842294565921778,0.0
7399,2011-05-01,85099B,0,2.08,6,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7401,2011-05-01,85099B,0,1.95,6,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7402,2011-05-01,22197,0,0.85,6,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7403,2011-05-01,22197,0,0.85,6,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7405,2011-05-01,85099B,0,1.95,6,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7408,2011-05-01,84077,0,0.29,6,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7409,2011-05-01,22197,0,0.85,6,5,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7410,2011-05-01,84077,0,0.29,6,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7411,2011-05-01,22197,200,0.72,6,5,United Kingdom,0.0,0.0,-60.0,10.0,50.0,0.0,0.0,1,1.008905234488153,200.0
7412,2011-05-01,85099B,0,2.08,6,5,Germany,0.0,0.0,-10.0,10.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7413,2011-05-01,22197,0,0.72,6,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7417,2011-05-01,85099B,0,1.95,6,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7418,2011-05-01,84077,0,0.29,6,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7419,2011-05-01,85099B,0,1.65,6,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7420,2011-05-01,85099B,0,1.95,6,5,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7421,2011-05-01,22197,0,0.85,6,5,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7423,2011-05-01,22197,0,0.85,6,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7424,2011-05-01,84077,0,0.21,6,5,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
7427,2011-05-01,22197,0,0.85,6,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7429,2011-05-01,22197,0,0.85,6,5,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7430,2011-05-01,85099B,0,1.95,6,5,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7431,2011-05-01,22197,0,0.85,6,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7432,2011-05-01,84077,0,0.29,6,5,United Kingdom,0.0,-192.0,-960.0,-48.0,1200.0,0.0,0.0,1,30.975424801783817,0.0
7433,2011-05-01,85099B,0,2.08,6,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7434,2011-05-01,85099B,0,1.95,6,5,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7435,2011-05-01,84077,0,0.29,6,5,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7438,2011-05-01,85099B,0,2.08,6,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7441,2011-05-01,22197,0,0.85,6,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7442,2011-05-01,85099B,95,2.08,6,5,United Kingdom,0.0,-33.0,-24.0,-133.0,190.0,0.0,0.0,1,1.008905234488153,95.0
7446,2011-05-01,85099B,0,1.95,6,5,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7447,2011-05-01,85099B,0,1.95,6,5,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7448,2011-05-02,85099B,0,1.95,0,5,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7449,2011-05-02,85099B,0,2.08,0,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7450,2011-05-02,22197,0,0.85,0,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7451,2011-05-02,84077,0,0.29,0,5,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7452,2011-05-02,84077,0,0.29,0,5,United Kingdom,0.0,0.0,-192.0,-960.0,-48.0,1200.0,0.0,1,29.837370078265447,0.0
7453,2011-05-02,85099B,0,1.95,0,5,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7457,2011-05-02,22197,0,0.85,0,5,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7458,2011-05-02,85099B,0,1.95,0,5,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7460,2011-05-02,22197,0,0.85,0,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7463,2011-05-02,84077,0,0.29,0,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7464,2011-05-02,85099B,0,1.95,0,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7465,2011-05-02,85099B,0,1.65,0,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7468,2011-05-02,85099B,0,1.95,0,5,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7469,2011-05-02,22197,0,0.85,0,5,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7471,2011-05-02,85099B,0,1.95,0,5,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7473,2011-05-02,84077,0,0.21,0,5,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
7475,2011-05-02,85099B,0,2.08,0,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7476,2011-05-02,22197,0,0.85,0,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7477,2011-05-02,22197,0,0.85,0,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7479,2011-05-02,84077,0,0.29,0,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7480,2011-05-02,85099B,0,2.08,0,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7483,2011-05-02,85099B,0,2.08,0,5,Germany,0.0,0.0,0.0,-10.0,10.0,0.0,0.0,1,1.008905234488153,0.0
7484,2011-05-02,22197,0,0.85,0,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7486,2011-05-02,22197,0,0.72,0,5,United Kingdom,200.0,0.0,0.0,-60.0,10.0,50.0,0.0,1,-123.66771836483181,-200.0
7487,2011-05-02,22197,0,0.85,0,5,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7490,2011-05-02,84077,0,0.29,0,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7491,2011-05-02,85099B,0,2.08,0,5,United Kingdom,95.0,0.0,-33.0,-24.0,-133.0,190.0,0.0,1,23.394083169041515,-95.0
7492,2011-05-02,22197,0,0.85,0,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7494,2011-05-02,22197,0,0.72,0,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7495,2011-05-02,85099B,0,1.95,0,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7496,2011-05-02,85099B,0,1.95,0,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7497,2011-05-03,85099B,51,2.08,1,5,United Kingdom,-95.0,95.0,0.0,-33.0,-24.0,-133.0,190.0,1,35.99281584892602,51.0
7500,2011-05-03,85099B,0,1.95,1,5,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7501,2011-05-03,85099B,0,2.08,1,5,Germany,0.0,0.0,0.0,0.0,-10.0,10.0,0.0,1,1.008905234488153,0.0
7502,2011-05-03,85099B,0,1.95,1,5,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7503,2011-05-03,22197,0,0.85,1,5,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7504,2011-05-03,85099B,0,1.95,1,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7508,2011-05-03,85099B,0,1.65,1,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7509,2011-05-03,85099B,0,2.08,1,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7510,2011-05-03,85099B,0,1.95,1,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7512,2011-05-03,84077,0,0.29,1,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7513,2011-05-03,85099B,0,2.08,1,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7514,2011-05-03,22197,0,0.85,1,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7517,2011-05-03,84077,0,0.29,1,5,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7520,2011-05-03,84077,48,0.29,1,5,United Kingdom,0.0,0.0,0.0,-192.0,-960.0,-48.0,1200.0,1,113.59028095829689,48.0
7521,2011-05-03,22197,0,0.72,1,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7526,2011-05-03,85099B,0,2.08,1,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7527,2011-05-03,84077,0,0.29,1,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7528,2011-05-03,22197,0,0.85,1,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7529,2011-05-03,85099B,0,1.95,1,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7530,2011-05-03,22197,0,0.85,1,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7532,2011-05-03,22197,0,0.85,1,5,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7533,2011-05-03,85099B,0,1.95,1,5,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7534,2011-05-03,84077,0,0.21,1,5,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
7535,2011-05-03,22197,0,0.85,1,5,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7536,2011-05-03,22197,39,0.85,1,5,United Kingdom,-200.0,200.0,0.0,0.0,-60.0,10.0,50.0,1,64.82128069270335,39.0
7537,2011-05-03,22197,0,0.85,1,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7538,2011-05-03,22197,0,0.85,1,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7539,2011-05-03,84077,0,0.29,1,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7542,2011-05-03,22197,0,0.85,1,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7543,2011-05-03,85099B,0,1.95,1,5,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7544,2011-05-03,85099B,0,1.95,1,5,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7547,2011-05-04,22197,0,0.85,2,5,Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7548,2011-05-04,22197,0,0.85,2,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7549,2011-05-04,22197,0,0.72,2,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7551,2011-05-04,22197,0,0.85,2,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7553,2011-05-04,85099B,0,1.95,2,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7554,2011-05-04,22197,0,0.85,2,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7555,2011-05-04,85099B,0,1.95,2,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7557,2011-05-04,85099B,0,1.95,2,5,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7558,2011-05-04,85099B,0,1.65,2,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7559,2011-05-04,85099B,0,1.95,2,5,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7562,2011-05-04,22197,0,0.85,2,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7563,2011-05-04,85099B,0,2.08,2,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7564,2011-05-04,85099B,0,1.95,2,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7565,2011-05-04,85099B,20,2.08,2,5,Germany,0.0,0.0,0.0,0.0,0.0,-10.0,10.0,1,8.792332449339652,20.0
7566,2011-05-04,22197,0,0.85,2,5,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7568,2011-05-04,22197,0,0.85,2,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7569,2011-05-04,85099B,0,2.08,2,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7570,2011-05-04,22197,0,0.85,2,5,Italy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7571,2011-05-04,22197,221,0.798,2,5,United Kingdom,39.0,-200.0,200.0,0.0,0.0,-60.0,10.0,1,44.92966033004061,182.0
7572,2011-05-04,84077,384,0.2633333333333333,2,5,United Kingdom,48.0,0.0,0.0,0.0,-192.0,-960.0,-48.0,1,83.24189768868911,336.0
7577,2011-05-04,85099B,0,1.95,2,5,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7578,2011-05-04,84077,48,0.29,2,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,48.0
7582,2011-05-04,84077,0,0.29,2,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7583,2011-05-04,85099B,28,2.08,2,5,United Kingdom,51.0,-95.0,95.0,0.0,-33.0,-24.0,-133.0,1,8.064216275573221,-23.0
7584,2011-05-04,84077,0,0.29,2,5,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7585,2011-05-04,84077,0,0.21,2,5,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.43562028199622,0.0
7587,2011-05-04,85099B,0,1.95,2,5,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7588,2011-05-04,85099B,0,1.95,2,5,Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7589,2011-05-04,22197,0,0.85,2,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7590,2011-05-04,84077,0,0.29,2,5,EIRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7594,2011-05-04,85099B,0,2.08,2,5,Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7595,2011-05-05,84077,0,0.29,3,5,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7596,2011-05-05,22197,19,1.3179999999999998,3,5,United Kingdom,182.0,39.0,-200.0,200.0,0.0,0.0,-60.0,1,-123.66771836483181,-202.0
7597,2011-05-05,22197,0,0.85,3,5,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7598,2011-05-05,85099B,0,1.95,3,5,Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7600,2011-05-05,22197,0,0.85,3,5,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7602,2011-05-05,22197,0,0.85,3,5,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7603,2011-05-05,22197,0,0.85,3,5,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
7604,2011-05-05,22197,0,0.85,3,5,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.008905234488153,0.0
